date;Anemone larvae;Total medusae;Total Siphonophore;Polychaete larvae unidentified;Tomopteris helgolandica;Bryozoa cyphonautes larvae;Gastropod larvae;Limacina retroversa;Bivalvia;Clione;Cephalopoda larvae;Total Echinodermata;Tornaria larvae (Hemichordata) ;Branchiostoma (Cephalochordata) ;Ascidian tadpole;Doliolida;Appendicularia;Total Fish Eggs;Fish larvae ;Cirripede nauplii;Cirripede cyprid;Evadne spp.;Podon spp.;Isopoda;Gammariida;Hyperiida;Cumacea;Mysida;Euphausiid nauplii;Euphausiid calyptopis;Euphausiid furcilia;Euphausiid adult;Total Decapoda;Metridia lucens;Total Acartia clausi;Candacia armata;Centropages chierchiae;Centropages hamatus;Total Centropages typicus ;Isias clavipes;Anomalocera patersoni;Parapontella brevicornis;Labidocera wollastoni;Total Temora longicornis;Temora stylifera;Calanoides carinatus;Total Calanus helgolandicus;Calocalanus spp.;Total Clausocalanus spp. (Calculated);Total Ctenocalanus vanus (Calculated);Total Paracalanus parvus (Calculated);Total Pseudocalanus elongatus (Calculated);Subeucalanus spp.;Microcalanus spp.;Diaixis hibernica;Paraeuchaeta hebes;Scolecithricella spp.;Oithona spp.;Oncaea spp.;Ditrichocorycaeus anglicus;Microsetella sp;Euterpina acutifrons;Goniopsyllus clausi;Harpacticoid unidentified;Siphonostomatoida;Copepod nauplii
1999-07-26;0;3.15;78.8;3.78;0.16;15.76;7.88;0;7.88;0;0;197.01;0;0.16;0;0;31.52;1.42;0.32;23.64;0;803.78;7.88;0;5.67;0;0;0;0;1.1;1.42;0;12.61;0;78.8;0;NA;NA;NA;0;0;0;0;354.61;0;0;72.19;0;0;0;70.92;63.04;0;0;0;0;0;141.84;0;7.88;0;39.4;0;0;0;165.48
1999-08-02;0;12.6;136.17;51.06;0;17.02;136.17;0;51.06;0;0;289.36;0;0;0;0;51.06;0.34;0;68.09;0;1174.47;51.06;0;0;0;0;0;0;0;0;0;20.09;0;868.09;0.34;NA;NA;NA;0;0.68;0;0;3046.81;0;0;579.74;0;0;0;438.68;37.91;0;0;0;0;0;408.51;17.02;34.04;0;102.13;0;0;0;357.45
1999-08-09;0;5.56;163.67;32.73;0;16.37;196.4;0;147.3;0;0;32.73;0;0;0;0;0;0.49;0;0;0;720.13;32.73;0;5.89;0;0;0;0;0;0;0;4.58;0;621.93;1.31;NA;NA;NA;0;0.33;0;0;1603.93;0;0;119.16;0;0;0;507.36;0;0;0;0;0;0;196.4;16.37;32.73;0;57.28;0;0;0;163.67
1999-08-16;0;1.06;60.79;7.6;0;22.8;60.79;0;15.2;0;0;0;0;0;0;0;7.6;0;0;182.37;0;91.19;37.99;0.15;5.62;0;0;0;0;0;0.15;0;17.63;0;387.54;0.15;NA;NA;NA;0;0;0;0;661.09;0;0;17.02;0;0;0;407.19;177.92;0;0;0;0;0;174.77;37.99;341.95;0.15;106.38;0;0;0;30.4
1999-09-01;0;6.81;46.42;15.47;0;0;116.05;0;23.21;0;0;116.05;0;0;0;0;0;0;0.15;15.47;38.68;30.95;0;0.31;0.46;0;0;0;0;0.15;0;0;5.73;0;100.58;0;NA;NA;NA;0;0;0;0;263.06;0;0;31.41;0;0;0;618.76;23.4;0;0;0;0;0;147;100.58;162.48;0;46.42;0;0;0;7.74
1999-09-06;0;16.06;48.17;32.12;0;0;0;0;128.46;0;0;112.4;0;0;0;0;16.06;0;0;0;0;16.06;0;0.32;6.74;0;0;0;0;0;0.32;0;16.38;0;738.66;0.96;NA;NA;NA;0;0;0;0;578.08;0;0.32;57.65;0;0;0;1043.76;0;1.93;0;0;0;0;224.81;208.75;240.87;0;112.4;0;0.32;0;48.17
1999-09-20;0;0.93;92.84;17.33;0;0;61.9;0;15.47;0;0;61.9;0;0;0;0.31;46.42;0.31;0;46.42;0;46.42;30.95;0;3.09;0;0;0;0;0;0;0;20.12;0;263.06;0.31;NA;NA;NA;0;0;0;0;201.16;0;0.93;78.92;0;0;0;1315.28;30.95;14.85;0;0;0;0;294;340.43;232.11;0;154.74;0;0;0;139.26
1999-10-04;0;24.6;16.09;8.2;0;69.63;23.21;0;46.42;0;0;0;0;0;0;0;7.74;1.24;0.31;92.84;0;0;46.42;0.15;3.48;0;0;0;0;0;0;0;6.81;0;332.69;0.31;NA;NA;NA;0;0;0;0;216.63;0;0;74.74;0;0;0;711.8;46.42;3.87;0;0;0;0;394.58;974.85;54.16;8.05;193.42;0;0;0;7.74
1999-10-11;0;16.06;0;0;0;56.2;48.17;0;160.58;0;0;0.32;0;0;0;0;0.32;9.63;0.64;64.23;0;0;152.55;0.64;1.93;0;0;0;0;0.32;0;0;10.92;0;441.59;0.96;NA;NA;NA;0;0;0;0;417.5;0;0;79.65;0;8.61;34.45;844.06;68.32;3.77;0;0;0;0;666.4;529.91;481.73;16.7;56.2;24.09;0;0;80.29
1999-10-25;0;1.41;0.31;0.47;0;85.89;234.24;0;132.73;0;0;0;0;0;0;0;0;0.62;0;85.89;0;0;0;0.16;1.87;0;0;0;0;4.68;0.31;0;14.21;0;1011.13;0;NA;NA;NA;0;0.16;0;0;156.16;0;0;0.16;0;0;0;817.97;56.51;0.62;0;0;0;0;93.7;585.59;366.97;0.16;327.93;0.62;0;0;31.23
1999-11-03;0;0.4;0.24;0.56;0;24.09;8.03;0;44.16;0;0;4.01;0;0;0;0;0;1.77;0;8.03;0;0;0;0.08;0.24;0;0;0;0;0.56;0;0;1.28;0;80.29;0;NA;NA;NA;0;0;0;0;44.16;0;0;8.99;0;0;0;445.6;40.14;0.4;0;0;0;0;92.33;393.42;152.55;0.48;52.19;12.04;0;0;8.03
1999-11-08;0;0.32;1.58;0.55;0;39.4;7.88;0;224.59;0;0;0;0;0;0;0;0;1.1;0;3.94;0;0;0;0.08;0.24;0;0;0;0;0.08;0.16;0;1.1;0;295.51;0;NA;NA;NA;0;0;0;0;31.52;0;0;2.83;0;11.89;0;657.93;0;0.08;0;0;0;0;224.59;484.63;161.54;0.16;90.62;1.18;0;0;3.94
1999-11-15;0;1.08;16.32;11.91;0;15.47;3.87;0;46.42;0;0;0;0;0;0;0;0.08;0.93;0;3.87;0;0;0;0;0.7;0;0;0;0;0;0;0;0.77;0;181.82;0;NA;NA;NA;0;0;0;0;34.82;0;0;1.16;0;0;0;447.82;66.69;0.15;0;0;0;0;305.61;263.06;135.4;0;46.42;0.93;0;0;3.87
1999-11-22;0;0.49;73.65;1.23;0;12.27;8.18;0;126.84;0;0;0;0;0;0;0;0;1.23;0;24.55;0;0;0;0.16;3.27;0;0;0;0;1.06;1.72;0;1.8;0;49.1;0;NA;NA;NA;0;0;0;0;0;0;0;2.62;0;29.87;4.27;652.91;12.63;0.25;0;0;0;0;290.51;675.12;114.57;0.98;65.47;2.05;0;0;0
1999-11-29;0;0.08;40.14;0.24;0;40.14;16.06;4.01;52.19;0;0;0;0;0;0;0;0;0.08;0;16.06;0;0;0;0.32;0.24;0;0;0;0;0.24;0.08;0;0.88;0;180.65;0;NA;NA;NA;0;0;0;0;4.01;0;0;0.08;0;0;0;871.14;0;0;0;0;0;0;268.97;835.01;208.75;0.48;96.35;1.45;0;0;4.01
1999-12-07;0;0.16;3.94;0.04;0;4.02;1.97;0;5.91;0;0;0;0;0;0;0;0;0;0;2.05;0;0;0;0;0.35;0;0;0;0;0.28;0.04;0;0.63;0;55.16;0;NA;NA;NA;0;0;0;0;9.85;0;0;8.94;0;2.23;2.23;291.74;18.62;0;0;0;0;0;25.61;242.32;21.67;0.32;19.7;7.01;0;0;0
1999-12-14;0;0;5.7;0.27;0;1.9;3.8;0;11.4;0;0;0;0;0;0;0;0;0.11;0;3.8;0;0;0;0;2.17;0;0;0.08;0;0.11;0.23;0;0.46;0.04;3.8;0;NA;NA;NA;0;0;0;0;3.8;0.08;0;2.01;0;8.16;4.08;126.51;41.72;0.04;0;0;0;0;53.19;332.45;20.9;2.17;41.79;4.86;0.04;0;0
2000-01-04;0;0;1.25;0;0;0;1.25;0;1.25;0;0;0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;1.25;0;1.25;0;0;0;2.5;0;0;0;0;6.24;0;0;1.25;0;0;0;60.82;30.26;0;0;0;0;0;57.39;465.34;14.97;0;31.19;7.49;0;0;7.49
2000-01-10;0;0;6.02;0;0;0;0;0;3.61;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;2.41;0;6.02;0;0;0;0;0;0;0;0;2.41;0;0;3.61;0;3.25;0;82.68;18.33;0;0;0;0;0;55.34;262.26;28.87;0;20.45;6.02;0;0;0
2000-01-17;0;0;15.25;0;0;5.08;10.17;0;7.63;0;0;0;0;0;0;0;0;0;0;0;0;10.17;0;0;0;2.54;0;0;0;0;0;0;7.63;0;0;0;0;0;2.54;0;0;0;0;5.08;0;0;0;0;11.57;11.57;239.86;103.09;0;0;0;0;0;406.75;584.71;27.96;0;33.05;2.54;0;0;10.17
2000-01-24;0;0;2.41;1.2;0;0;6.02;0;51.73;0;0;6.02;0;0;0;0;1.2;0;0;1.2;1.2;0;0;0;0;0;0;0;0;0;0;0;3.61;0;2.41;0;0;0;1.2;0;0;0;0;3.61;0;0;2.41;0;0;1.2;102.02;27.91;0;0;0;0;0;98.65;209.32;10.83;0;8.42;6.02;0;0;12.03
2000-02-02;0;0;1.27;0;1.27;7.63;7.63;0;1.27;0;0;1.27;0;0;0;0;1.27;2.54;0;1.27;0;2.54;0;0;0;0;0;0;0;1.27;0;0;5.08;2.54;0;0;0;0;1.27;0;0;0;0;20.34;0;0;8.9;0;7.94;0;143.38;203.69;0;0;0;0;0;96.6;622.84;17.8;0;13.98;2.54;0;0;6.36
2000-02-14;0;0;0;2.59;0;12.96;15.55;0;10.36;0;0;0;0;0;0;0;0;10.36;0;31.09;0;0;0;0;0;0;0;0;0;0;0;0;2.59;0;2.59;0;0;0;5.18;0;0;0;0;25.91;0;0;2.59;0;0;0;104.68;263.26;0;0;0;0;0;202.11;826.56;59.6;0;36.28;2.59;0;0;28.5
2000-02-28;0;0;0;21.65;0;2.41;0;0;9.62;0;0;0;0;0;0;0;26.47;4.81;2.41;182.86;0;0;0;0;0;0;0;0;0;0;0;0;24.06;0;9.62;0;0;0;7.22;0;0;0;0;93.83;0;0;62.56;0;0;0;401.32;705.45;0;0;0;0;0;570.23;375.34;38.5;0;24.06;2.41;0;0;28.87
2000-03-13;4.73;0;0;42.55;0;2.36;4.73;0;14.18;0;0;0;0;0;0;0;0;16.55;0;82.73;16.55;2.36;4.73;0;0;0;0;0;0;0;0;0;4.73;0;0;0;0;0;2.36;0;0;0;0;184.38;0;0;18.91;0;0;0;306.11;306.11;0;0;0;0;0;425.48;177.29;11.82;0;33.09;63.82;0;0;47.28
2000-03-20;0;0;0;96.24;0;19.25;96.24;0;9.62;0;0;0;0;0;0;0;86.62;9.62;0;933.53;0;9.62;0;0;0;0;0;0;0;0;0;0;28.87;0;19.25;0;0;0;76.99;0;0;0;0;596.69;0;0;19.25;0;0;0;497.56;1427.25;0;0;0;0;0;1549.47;404.21;67.37;0;48.12;125.11;0;0;19.25
2000-03-27;0;0;0;28.87;0;19.25;9.62;0;86.62;0;0;0;0;0;0;0;86.62;2569.62;0;1944.06;9.62;19.25;0;0;0;0;0;0;0;0;0;0;9.62;0;48.12;0;0;0;28.87;0;0;0;0;433.08;0;0;0;0;0;0;422.02;1098.59;0;0;0;0;0;1953.68;972.03;86.62;0;9.62;0;0;0;9.62
2000-04-03;0;0;40.68;40.68;0;30.51;0;0;0;0;0;0;0;0;0;0;122.03;10.17;0;2287.98;0;40.68;50.84;0;0;0;0;0;0;0;0;0;10.17;0;71.18;0;0;0;0;0;0;0;0;630.47;0;0;30.51;0;0;0;771.3;1539.86;0;0;0;0;0;2206.63;772.83;50.84;0;10.17;0;0;0;10.17
2000-04-11;10.78;0;0;0;0;21.56;21.56;0;32.34;0;0;0;0;0;0;0;64.67;0;0;7383.58;64.67;53.89;140.13;0;0;0;0;0;0;0;0;0;32.34;0;53.89;0;0;0;0;0;0;0;0;485.05;0;0;10.78;0;0;0;374.03;714.65;0;0;0;0;0;2069.56;1002.44;194.02;0;21.56;0;0;0;0
2000-04-27;0;10.17;10.17;20.34;0;0;0;0;20.34;0;0;10.17;0;0;0;0;50.84;0;0;701.65;406.75;213.55;101.69;0;0;0;0;0;0;0;0;0;20.34;0;30.51;0;0;0;0;0;0;0;0;742.33;0;0;40.68;0;0;0;111.2;205.57;0;0;0;0;0;3376.05;955.87;81.35;0;0;0;0;0;81.35
2000-05-03;0;0;10.78;53.89;0;0;53.89;0;10.78;0;0;32.34;0;0;0;0;409.6;10.78;0;323.37;420.38;377.26;97.01;0;0;0;0;0;0;0;0;0;32.34;0;237.14;0;0;0;0;0;0;0;0;1530.62;0;0;86.23;0;0;0;273.25;1009.45;0;0;0;0;0;2877.98;409.6;32.34;0;32.34;10.78;0;0;194.02
2000-05-08;0;18.91;47.28;37.82;0;0;18.91;0;9.46;0;0;18.91;0;0;0;0;47.28;9.46;0;151.28;113.46;293.11;151.28;0;0;0;0;0;0;0;0;0;0;0;104.01;0;0;0;18.91;0;0;0;0;784.78;0;0;66.19;0;0;0;322.23;476.07;0;0;0;0;0;4254.85;321.48;47.28;0;9.46;0;0;0;56.73
2000-05-15;0;19.96;19.96;19.96;0;0;19.96;0;39.92;0;0;0;0;0;0;0;79.84;19.96;0;99.81;0;2894.35;598.83;0;19.96;0;0;0;0;0;0;0;39.92;19.96;798.44;0;0;0;199.61;0;0;0;0;6167.95;0;0;259.49;0;0;0;1227.6;1227.6;0;0;0;0;0;4790.64;638.75;139.73;0;19.96;0;0;0;199.61
2000-05-22;0;0;28.37;0;0;0;28.37;0;66.19;0;0;0;0;0;0;0;56.73;0;0;47.28;0;1872.13;132.37;0;0;0;0;0;0;0;0;0;0;0;141.82;0;0;0;18.91;0;0;0;0;936.07;0;0;28.37;0;0;0;69.02;829.22;0;0;0;0;0;1125.17;255.29;47.28;0;0;18.91;0;9.46;75.64
2000-05-31;0;0;81.35;5.08;0;0;10.17;0;0;0;0;0;0;0;0;0;162.7;15.25;0;0;0;396.58;86.43;0;0;0;0;0;0;0;0;0;15.25;0;35.59;0;0;0;5.08;0;0;0;0;284.73;0;0;76.27;0;0;0;75.63;290.44;0;0;0;0;0;533.86;30.51;5.08;0;5.08;5.08;0;0;10.17
2000-06-05;0;14.18;193.83;37.82;0;0;23.64;0;0;0;0;9.46;0;0;0;0;52;14.18;4.73;18.91;4.73;94.55;33.09;0;0;0;0;0;0;0;0;0;18.91;0;14.18;0;0;0;0;0;0;0;0;108.74;0;0;37.82;0;0;0;97.15;569.44;0;0;0;0;0;945.52;250.56;0;4.73;4.73;0;0;0;80.37
2000-06-19;0;5.08;71.18;10.17;0;0;10.17;0;0;0;0;0;0;0;0;0;45.76;20.34;0;10.17;0;10.17;10.17;0;0;0;0;0;0;0;0;0;40.68;0;5.08;0;0;0;0;0;0;0;0;66.1;0;0;101.69;0;0;0;8.14;154.57;0;0;0;0;0;157.62;81.35;15.25;0;10.17;0;0;0;15.25
2000-06-26;0;68.59;122.49;68.59;0;0;122.49;0;9.8;0;0;151.89;0;0;0;0;53.89;14.7;0;34.3;0;19.6;0;0;0;0;0;0;0;0;0;0;4.9;0;0;0;0;0;14.7;0;0;0;0;146.98;0;0;14.7;0;0;0;4.7;132.09;0;0;0;0;0;249.88;161.68;9.8;0;19.6;4.9;0;0;19.6
2000-07-03;0;24.5;63.69;156.78;0;2.45;129.84;0;34.3;0;0;279.27;0;0;0;0;29.4;2.45;0;53.89;0;75.94;4.9;0;0;0;0;0;0;0;0;0;0;0;26.95;0;0;0;7.35;0;0;0;0;683.49;0;0;2.45;0;0;0;19.92;156.29;0;0;0;0;0;323.37;68.59;58.79;0;0;0;0;0;49
2000-07-10;0;15.25;183.04;40.68;0;10.17;274.56;0;0;0;0;15.25;0;0;0;0;20.34;0;0;66.1;0;188.12;152.53;0;0;0;0;0;0;0;0;0;25.42;0;40.67;0;0;0;0;0;0;0;0;1718.53;0;0;40.68;0;0;0;52.48;162.55;0;0;0;0;0;452.51;147.45;218.63;0;20.34;0;0;0;111.86
2000-07-17;0;9.71;48.55;31.56;0;24.28;75.26;0;31.56;0;0;286.47;0;0;0;0;16.99;0;2.43;33.99;0;373.86;60.69;0;9.71;0;0;0;0;0;0;0;19.42;0;33.99;0;0;0;2.43;0;0;0;0;436.98;0;0;19.42;0;0;0;32.77;76.48;0;0;0;0;0;114.1;148.09;67.98;0;31.56;0;0;0;24.28
2000-09-11;0;0;20.15;0;0;0;0;0;0;0;0;181.33;0;0;0;0;0;0;0;40.3;0;543.98;282.07;0;0;0;0;0;0;0;0;0;20.15;0;785.76;0;0;0;80.59;0;0;0;0;463.39;0;0;342.51;0;0;0;565.14;462.38;0;0;0;0;0;1853.58;644.72;282.07;0;40.3;0;0;0;765.61
2000-09-20;0;29.4;0;0;0;0;19.6;0;29.4;0;0;0;0;0;0;0;19.6;0;0;117.59;0;333.17;293.97;0;9.8;0;0;0;0;0;0;0;9.8;0;352.77;0;0;0;39.2;0;0;0;0;480.15;0;0;88.19;0;0;0;3478.17;265.07;0;0;0;0;0;4272.38;617.34;107.79;9.8;19.6;0;0;0;58.79
2000-10-16;0;0;0;0;0;0;29.94;0;69.86;0;0;0;0;0;0;0;0;0;0;24.95;0;0;54.89;0;9.98;0;0;0;0;0;0;0;4.99;0;159.69;0;0;0;4.99;0;0;0;0;179.65;0;0;29.94;0;0;0;1443.43;208.34;0;0;0;0;0;1532.01;568.89;24.95;4.99;4.99;0;0;0;4.99
2000-10-26;0;0;10.17;10.17;0;20.34;25.42;0;86.43;0;0;0;0;0;0;0;0;5.08;0;15.25;0;0;45.76;0;0;0;0;0;0;0;0;0;15.25;0;55.93;0;0;0;0;0;0;0;0;20.34;0;0;0;0;0;0;1328.05;507.43;0;0;0;0;0;625.38;1052.47;40.68;0;10.17;0;0;0;10.17
2000-11-06;0;0;21.56;2.69;0;29.64;0;0;10.78;0;0;0;0;0;0;0;0;0;0;13.47;0;2.69;0;0;0;0;0;0;0;0;0;0;2.69;0;194.02;0;0;0;45.81;0;0;0;0;26.95;0;0;0;0;0;0;494.75;486.13;0;0;0;0;0;609.01;414.99;80.84;2.69;5.39;0;0;0;0
2000-11-13;0;0;0;0;0;24.5;14.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.5;0;0;0;29.4;0;0;0;0;9.8;0;0;0;0;27.68;0;172.46;970.84;0;0;0;0;0;303.77;1254.28;24.5;9.8;0;0;0;0;0
2000-12-18;0;0;0;0;0;6.06;0;0;0.67;0;0;0;0;0;0;0;2.02;0;0;1.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.72;0.67;0;0;0;0;0;0;0;0;0;0;2.02;0;0;0;25.26;65.01;0;0;0;0;0;144.17;37.73;0;0;0.67;0;0;0;0.67
2001-01-08;0;0;0;0.31;0;0.94;0.31;0;0;0;0;0;0;0;0;0;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.47;0.16;2.81;3.27;0;0;0.62;0;0;0;0;0.16;0;0;0.78;0;1.14;0.88;4.66;32.57;0;0;0;0.47;0;170.92;27.29;5.15;0.31;0.47;0;0;0;0.47
2001-01-16;0;0;1.35;1.35;0.67;32;1.01;0;0;0;0;0;0;0;0;0;0;0.67;0;0;0;0;0.34;0;0;0;0;0.67;0;0;0.67;3.03;0;0.34;1.35;2.02;0;0;8.42;0;0;0;0;0;0;0;19.54;0;0;0;0;1014.87;0;0;0;0.34;0;94.99;155.62;7.07;0;1.35;0;0;0;1.01
2001-01-29;0;2.36;10.05;2.36;0;76.82;2.95;0;8.86;0;0;0;0;0;0;0;0.59;1.77;0;0;0;0;0;0;0;0;0;1.18;0;0;0;0;0.59;2.36;6.5;2.95;0;0;10.64;0;0;0;0;0;0;0;10.05;0;0;0;106.31;820.65;0;0;0;1.77;0;771.19;327.39;1.77;0;2.36;0;0;0;5.32
2001-02-08;0;0.32;0.32;4.13;0;38.45;4.45;0;0;0;0.32;0;0;0;0;0;0;1.27;0;1.59;0;0.64;0.32;0;0;0;0;0;1.59;0;0;0;0.64;0.32;4.45;0.64;0;0;0.64;0;0;0;0;0;0;0;1.59;0;0;7.59;58.65;79.62;0;0;0;0;0;100.42;21.29;2.54;0;6.99;0;0;0;0.32
2001-02-13;0;1.22;0;4.29;0;11.64;0;0;0;0;0;3.67;0;0;0;0;0.61;1.22;0;3.06;0;0.61;0;0;0;0;0;0;4.29;1.22;0;0;4.9;6.74;0;4.29;0;0;0.61;0;0;0;0;9.8;0;0;25.72;0;0;0;192.98;389.85;0;0;0;0;0;286.01;131.67;2.45;0;7.35;0;0;0;66.14
2001-02-19;6.18;1.24;0;12.36;0;1.24;1.24;0;1.24;0;0;4.94;0;0;0;0;8.65;42.03;4.94;77.88;0;0;1.24;0;0;0;0;0;3.71;4.94;0;0;8.65;11.13;0;2.47;0;0;0;0;0;0;0;16.07;0;0;61.81;0;17.74;0;260.76;506.44;0;0;0;0;0;415.34;179.24;1.24;0;11.13;0;0;0;123.61
2001-02-27;28.67;1.19;0;2.39;0;31.06;16.72;0;5.97;0;0;3.58;0;0;0;0;31.06;11.94;0;2424.79;1.19;0;2.39;0;0;0;0;0;0;0;0;0;1.19;9.56;5.97;1.19;0;0;0;0;0;0;0;8.36;0;0;46.58;0;0;0;190.82;233.23;0;0;0;0;0;142.14;105.11;10.75;0;8.36;0;0;0;43
2001-03-05;33.93;0;0;14.54;0;133.28;36.35;0;12.12;0;0;2.42;0;0;0;0;33.93;4.85;0;8290.19;0;0;7.27;0;0;0;0;0;0;0;0;0;24.23;16.96;0;2.42;0;0;0;0;0;0;0;0;0;0;9.69;0;0;0;83.6;752.44;0;0;0;0;0;116.32;84.82;0;0;9.69;0;0;0;7.27
2001-03-12;11.86;1.19;0;23.72;0;18.98;11.86;0;3.56;0;0;1.19;0;0;0;0;43.88;3.56;3.56;1175.39;7.12;0;0;0;0;0;0;0;0;0;0;0;16.6;1.19;15.42;0;0;0;9.49;0;0;0;0;13.05;0;0;53.37;0;23.07;0;198.67;636.97;0;0;0;0;0;270.42;88.95;7.12;0;4.74;0;0;0;5.93
2001-04-02;19.25;2.41;0;3.61;0;104.66;6.02;0;40.9;0;0;0;0;0;0;0;46.92;3.61;1.2;2707.97;3.61;1.2;0;0;0;0;0;0;0;0;1.2;0;7.22;0;10.83;0;0;0;1.2;3.61;0;0;0;6.02;0;0;6.02;0;0;0;273.98;355.19;0;0;0;0;0;286.32;125.11;10.83;0;7.22;0;0;0;25.26
2001-04-09;11.82;0;0;9.46;0;118.19;18.91;0;85.1;0;0;0;0;0;0;0;153.65;9.46;0;7958.93;14.18;11.82;18.91;0;0;0;0;0;0;0;0;0;11.82;2.36;26;0;0;0;7.09;0;0;0;0;44.91;0;0;16.55;0;0;0;1471.47;594.97;0;0;0;0;0;1692.48;283.66;4.73;0;9.46;2.36;0;0;49.64
2001-04-18;9.8;0;0;9.8;0;93.09;0;0;107.79;0;0;39.2;0;0;0;0;156.78;9.8;4.9;4287.08;34.3;102.89;151.89;0;0;0;0;0;0;0;4.9;0;29.4;0;171.48;0;0;0;4.9;0;0;0;0;117.59;0;0;142.09;0;0;0;1475;2899.04;0;0;0;0;0;2988.71;284.17;44.1;0;9.8;0;0;0;225.38
2001-04-23;0;9.8;0;2.45;0;19.6;9.8;0;58.79;0;0;4.9;0;0;0;0;208.23;14.7;0;330.72;0;232.73;183.73;0;0;0;0;0;0;0;0;0;14.7;0;48.99;0;0;0;24.5;0;0;0;0;46.55;0;0;56.34;0;0;0;848.6;1614.88;0;0;0;0;0;1739.33;78.39;2.45;0;0;0;0;0;271.92
2001-04-30;2.41;0;0;2.44;0;43.31;12.03;0;255.04;0;0;2.41;0;0;0;0;98.65;0;0;216.54;28.87;60.15;24.06;0;0;0;0;0;0;0;0;0;2.41;7.22;16.84;2.41;0;0;0;0;0;0;0;74.59;0;0;19.25;0;0;0;188.29;536.78;0;0;0;0;0;618.35;12.03;7.22;0;9.62;0;0;0;38.5
2001-05-09;0;4.99;0;12.48;0;29.94;4.99;0;162.18;0;0;2.5;0;0;0;0;27.45;0;2.5;34.93;77.35;134.74;49.9;0;0;0;0;0;0;0;0;0;0;0;69.86;0;0;0;2.5;0;0;0;0;104.79;0;0;64.87;0;0;0;195.49;520.61;0;0;0;0;0;686.16;94.81;14.97;0;34.93;4.99;2.5;0;17.47
2001-05-14;0;0;0;16.84;0;7.22;0;279.1;67.37;0;0;0;0;0;0;0;33.68;12.03;0;2.41;14.44;329.62;38.5;0;0;0;0;0;0;0;0;0;12.03;0;57.74;0;0;0;4.81;0;0;0;0;36.09;0;0;60.15;0;0;0;108.75;435.01;0;0;0;0;0;332.03;122.71;2.41;0;7.22;2.41;0;0;19.25
2001-05-21;0;4.9;0;4.9;0;19.6;58.79;0;0;0;0;4.9;0;0;0;0;289.07;0;4.9;0;34.3;2224.38;220.48;0;0;0;0;0;0;0;0;0;19.6;0;607.54;0;0;0;4.9;0;0;0;0;9.8;0;0;161.68;0;0;0;202.35;512.98;0;0;0;0;0;328.27;58.79;0;0;53.89;0;0;0;24.5
2001-05-30;0;39.2;0;9.8;0;58.79;9.8;0;34.3;0;0;4.9;0;0;0;0;171.48;0;0;9.8;9.8;342.97;0;0;0;0;0;0;0;0;0;0;4.9;0;592.84;0;0;0;0;0;0;0;0;308.67;0;0;49;0;0;0;266.09;1032.28;0;0;0;0;0;607.54;102.89;4.9;0;14.7;9.8;0;0;127.39
2001-06-04;0;12.48;2.5;0;0;2.5;39.92;0;4.99;0;0;9.98;0;0;0;0;162.18;2.5;4.99;2.5;0;24.95;7.49;0;0;0;0;0;0;0;0;0;4.99;2.5;416.69;0;0;0;2.5;0;0;0;0;132.24;0;0;72.36;0;0;0;130.37;336.22;0;0;0;0;0;286.94;19.96;0;0;14.97;0;0;0;89.82
2001-06-11;0;26.47;4.81;12.03;0;2.41;19.25;0;21.65;0;0;31.28;0;0;0;0;74.59;4.81;9.62;19.25;2.41;7.22;7.22;0;0;0;0;0;0;0;0;0;24.06;0;401.81;0;0;0;9.62;0;0;0;0;519.7;0;0;103.46;0;0;0;0;1068.27;0;0;0;0;0;238.2;57.74;0;0;33.68;2.41;0;0;16.84
2001-06-18;0;27.45;2.5;42.42;0;9.98;57.39;0;2.5;0;0;69.86;0;0;0;0;54.89;0;4.99;7.49;0;12.48;17.47;0;0;0;0;0;0;0;0;0;34.93;0;284.44;0;0;0;7.49;0;0;0;0;239.53;0;0;114.78;0;22.96;0;82.41;750.41;0;0;0;0;0;189.63;2.5;0;0;12.48;0;0;0;34.93
2001-06-25;4.81;38.5;62.56;67.37;0;33.68;211.73;0;81.8;0;0;38.5;0;0;0;0;173.23;0;0;14.44;0;28.87;48.12;0;0;0;0;0;0;0;0;0;38.5;0;726.62;4.81;0;0;72.18;0;0;0;0;307.97;0;0;96.24;0;0;0;245.17;673.92;0;0;0;0;0;322.41;52.93;0;0;24.06;4.81;0;0;81.8
2001-07-02;0;5.18;44.05;5.18;0;10.36;173.6;0;28.5;0;0;349.8;0;0;0;0;20.73;0;0;2.59;0;2.59;31.09;0;0;2.59;0;0;0;0;0;0;28.5;0;406.8;0;0;0;38.87;0;0;0;0;484.53;0;0;88.1;0;0;0;231.9;791.58;0;0;0;0;0;248.74;62.19;0;0;31.09;0;0;0;90.69
